id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
24928,"Billy Connolly's World Tour of England, Ireland and Wales",Canceled/Ended,Mar/04/2002,2002,BBC one,GB,25,0,0,"Comedy, Travel",0
24951,Exposed (US),Pilot Rejected,2010,,truTV,US,60,0,0,Family,0
25262,Nightline Prime,Returning Series,Aug/19/2010,,ABC,US,60,0,0,"Interview, Discovery/Science",45
25384,Scrooged,New Series,Aug/31/2010,,EO,NL,25,0,0,Lifestyle,9
25410,Extreme Duudsonit,Canceled/Ended,Jan/25/2001,Dec/23/2004,,FI,30,0,0,"Comedy, Action",32
25574,Friday Night Games,Canceled/Ended,Feb/17/2006,Apr/21/2006,ten,AU,70,0,0,,0
25718,Soy tu fan,New Series,Apr/28/2010,,Once TV México,MX,60,0,0,Drama,24
25720,Fakes,Canceled/Ended,Oct/06/2010,Oct/13/2010,ABC,AU,60,0,0,Crime,2
25721,Geologic Journey,Canceled/Ended,2007,2007,Science,CA,60,0,0,Discovery/Science,5
25722,Birds Britannia,Canceled/Ended,Nov/03/2010,Nov/24/2010,BBC FOUR,GB,60,0,0,Outdoors/Wildlife,4
25729,Wolven,Ended,Dec/04/2012,,één,BE,50,0,0,"Crime, Drama, Action",13
25730,Ushi en Van Dijk,Canceled/Ended,Mar/09/1999,2002,SBS 6,NL,25,0,0,"Sketch/Improv, Celebrities, Interview",1
25734,Back On the Job,New Series,Nov/01/2010,,itv4,GB,60,0,0,"Celebrities, Lifestyle",4
25737,Johnny Kingdom's Year with the Birds,New Series,Nov/03/2010,,BBC FOUR,GB,30,10.0000,1,Outdoors/Wildlife,3
25739,David Attenborough's First Life,Canceled/Ended,Nov/05/2010,,BBC TWO,GB,60,0,0,"History, Discovery/Science",2
25742,Edwardian Farm,Canceled/Ended,Nov/10/2010,Jan/19/2011,BBC TWO,GB,60,0,0,"History, Family, Lifestyle",12
25766,The Zoo,Ended,2010-11-09,,ITV,GB,60,0,0,Outdoors/Wildlife,11
25775,Running Russell Simmons,Canceled/Ended,Nov/02/2010,Dec/07/2010,oxygen,US,60,0,0,Music,6
25778,Sábado Gigante,Returning Series,Apr/12/1986,,univision,US,180,0,0,Music,0
25820,What's Eating You,Canceled/Ended,Oct/13/2010,Nov/17/2010,E!,US,60,0,0,"Cooking/Food, Lifestyle",6
25845,Diplomatavadász,Canceled/Ended,Aug/19/2010,Oct/29/2010,Duna TV,HU,40,0,0,"Comedy, Drama, Romance/Dating",0
25846,At Home with the Georgians,Canceled/Ended,Dec/02/2010,Dec/16/2010,BBC TWO,GB,60,0,0,"History, Family, Lifestyle",3
26081,Dark Realm,Canceled/Ended,May/26/2001,Dec/15/2001,Syndicated,CA,60,10.0000,1,"Drama, Sci-Fi, Horror/Supernatural, Anthology",13
26104,Say Yes to the Dress: The Big Day,Ended,2011-10-14,,TLC,US,60,0,0,"Drama, DIY",16
26161,Grande Ourse,Canceled/Ended,2004,2006,Télé,CA,45,0,0,"Drama, Horror/Supernatural",20
26234,19-2,Ended,Feb/02/2011,Apr/01/2015,Radio-Canada,CA,60,0,0,"Crime, Drama",30
26237,Precure Max Heart,Canceled/Ended,Feb/06/2005,Jan/29/2006,TV Asahi,JP,28,0,0,"Comedy, Action, Super Heroes, Adventure, Anime",0
26446,Drenge,Ended,2022-08-14,,Viaplay,DK,10,0,0,Drama,7
26448,Mrs. Brown's Boys,To Be Determined,2011-01-01,,RTÉ ONE,GB,10,10.0000,2,Comedy,39
26454,Bar Karma,Ended,2011-02-11,,Current TV,US,30,0,0,"Drama, Mystery, Science-Fiction",12
26456,Shooting Star Rockman,Canceled/Ended,Oct/07/2006,Mar/29/2008,,JP,10,0,0,"Comedy, Action, Sci-Fi, Adventure, Children, Fantasy, Anime",2
26457,Mega Man Star Force,Canceled/Ended,Jul/23/2007,Dec/10/2007,Cartoon Network,JP,25,0,0,"Comedy, Action, Sci-Fi, Adventure, Children, Anime",0
26462,World War 1 in Colour,Ended,2003-09-01,,Channel 5,GB,50,6.5000,2,War,6
26591,Bert,Canceled/Ended,Oct/01/1994,Dec/17/1994,SVT1,SE,30,0,0,"Comedy, Teens",12
26642,The Nine Lives of Chloe King,Ended,2011-06-14,,Freeform,US,60,1.0000,1,"Drama, Action, Supernatural",10
26759,Leonardo,TBD/On The Bubble,Apr/11/2011,Dec/06/2012,Cbbc,GB,30,0,0,"History, Adventure, Children",26
26760,Britain's Next Big Thing,Canceled/Ended,Apr/12/2011,May/24/2011,BBC TWO,GB,60,0,0,"Finance, Discovery/Science, Lifestyle",7
26774,Problem Solverz,Returning Series,Apr/04/2011,,Cartoon Network,US,15,0,0,"Comedy, Teens, Animation General, Children",18
