id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
45359,WWE Quick Hits,Ended,2014-12-27,,WWE Network,US,30,0.0,0,Sports,10
45360,Jesus: The Untold Story,Ended,Dec/26/2014,Dec/26/2014,Discovery Family,US,60,0.0,0,"History, Religion",3
45361,Лебединый рай,Canceled/Ended,Sep/05/2005,Oct/05/2005,НТВ,RU,46,0.0,0,Drama,19
45362,Осторожно модерн,Canceled/Ended,Jan/15/1996,Nov/26/1998,ТВ6,RU,25,0.0,0,Comedy,90
45363,Остров,Canceled/Ended,Sep/28/2013,Dec/28/2013,НТВ,RU,73,0.0,0,"Adventure, Celebrities",13
45364,Маски шоу,Canceled/Ended,Nov/23/1991,Feb/25/2006,Ukrayina,UA,35,0.0,0,Comedy,96
45365,Nihon Animator Mihonichi,New Series,Nov/07/2014,,,JP,10,0.0,0,Anime,30
45366,Daphne Dishes,Ended,2015-01-04,,Food Network,US,30,4.0,2,Food,19
45367,Million Dollar American Princesses,Ended,2015-01-04,,Smithsonian Channel,US,60,0.0,0,History,7
45368,Mahou Shoujo Taisen,Canceled/Ended,Apr/08/2014,Sep/30/2014,Tokyo MX,JP,4,0.0,0,"Comedy, Fantasy, Anime",26
45369,Кохання без кордонів,Ended,Aug/15/2013,Oct/31/2013,1 + 1,UA,75,0.0,0,Romance/Dating,12
45370,Deadly Daycare,Ended,Dec/28/2014,Dec/28/2014,lifetime movie network,US,120,0.0,0,"Crime, Drama, Thriller",0
45371,God Fearing Man,In Development,2015,,,US,10,0.0,0,History,0
45372,1 за всіх,Returning Series,Dec/04/2012,,СТБ,UA,10,0.0,0,"Drama, Interview, Debate",81
45373,Best. Ever.,New Series,Jan/05/2015,,food network,US,60,8.0,2,Cooking/Food,4
45374,Mighty Car Mods,Running,2008-01-09,,YouTube,AU,10,0.0,0,"Comedy, How To/Do It Yourself, Automobiles/Vehicles",739
45375,Путешествие из Петербурга в Москву: особый путь,Canceled,Nov/27/2014,Dec/26/2014,Дождь,RU,26,0.0,0,"History, Interview, Politics, Lifestyle, Travel, Literature",6
45376,Lovely Little Losers,New Series,Dec/24/2014,,YouTube,NZ,5,0.0,0,"Comedy, Romance/Dating",14
45377,Все сокровища мира,Ended,Dec/13/2014,,"ТРК ""Украина""",RU,48,0.0,0,"Crime, Drama, Romance/Dating",1
45378,Tod eines Mädchens,Ended,2015-02-09,,ZDF,DE,90,0.0,0,"Crime, Drama",8
45379,Freunde für immer - Das Leben ist rund,Ended,2006-05-02,,Sat.1,DE,30,0.0,0,Sports,14
45380,Family Outing [aka The Family Is Coming],New Series,Jan/03/2015,,SBS,KR,70,0.0,0,"Comedy, Romance/Dating, Family",20
45382,"Persevere, Goo Hae Ra",Ended,2015-01-09,,Mnet,KR,75,0.0,0,"Music, Romance",12
45383,Heart to Heart,Ended,2015-01-09,,tvN,KR,60,0.0,0,"Comedy, Medical, Romance",16
45384,Pyro Spectaculars!,Ended,Dec/30/2014,Dec/30/2014,REELZ,US,30,0.0,0,"Action, Music",0
45385,Frank Sinatra: Our Way,New Series,Jan/03/2015,,BBC one,GB,75,0.0,0,Music,1
45386,Diversity Live,New Series,Jan/04/2015,,itv,GB,60,0.0,0,Dance,1
45387,Richard Wilson On The Road,New Series,Jan/05/2015,,itv,GB,30,0.0,0,"Lifestyle, Travel",6
45388,The Wonder of Britain,New Series,Jan/06/2015,,itv,GB,60,0.0,0,"Lifestyle, Travel",5
45389,Britain's Best Back Gardens,New Series,Jan/06/2015,,itv,GB,60,0.0,0,Garden/Landscape,3
45390,The Kyle Files,Ended,2015-01-07,,ITV,GB,30,0.0,0,"Family, Lifestyle",30
45391,Fat Pets - Slimmer of the Year,New Series,Jan/05/2015,,itv,GB,60,0.0,0,"Family, Animals/Pets",5
45392,LA's Best Celebrity Hotels!,Ended,Dec/30/2014,Dec/30/2014,REELZ,US,30,0.0,0,"Celebrities, Lifestyle",0
45393,Framework,Ended,2015-01-06,,Paramount Network,US,60,4.0,2,"Housing/Building, Competition",10
45394,Kampen om tungtvannet,Ended,Jan/04/2015,,NRK1,NO,46,0.0,0,"Action, History, Military/War, Adventure",6
45395,Şeref Meselesi,Canceled/Ended,Nov/23/2014,May/17/2015,Kanal D,TR,120,0.0,0,"Soaps, Crime, Drama, Romance/Dating",26
45396,Iubire şi onoare,Canceled/Ended,May/22/2010,Jun/23/2011,Acasă,RO,50,9.0,3,"Soaps, Drama, Romance/Dating",140
45397,JuliusSpeak: Будни домоседа,Ended,Sep/11/2013,Feb/01/2014,YouTube,RU,10,0.0,0,Comedy,0
45398,Escaping Polygamy,Ended,2015-07-14,,Lifetime,US,60,9.4286,21,"Crime, Drama",43
45399,Umbre,Ended,2014-12-28,,HBO Go,RO,60,10.0,1,"Crime, Drama",21
45400,Os Normais,Ended,Jun/01/2001,Oct/03/2003,Rede Globo de Televisão,BR,30,0.0,0,Comedy,18
45401,Jennifer Lopez: Dance Again,Ended,Dec/31/2014,Dec/31/2014,HBO,US,86,0.0,0,Music,0
45402,50 States/50 Stories: What You Shared in 2014,Ended,Dec/31/2014,Dec/31/2014,Headline News,US,60,0.0,0,Current Events,0
45405,Isuca,Canceled/Ended,Jan/24/2015,Mar/28/2015,Tokyo MX,JP,25,8.6667,3,"Comedy, Anime",12
45406,Shinmai Maou no Testament,Ended,2015-01-08,,Tokyo MX,JP,25,9.3636,22,"Fantasy, Anime",25
45407,Absolute Duo,Canceled/Ended,Jan/04/2015,Mar/22/2015,AT-X,JP,25,9.6667,12,"Adventure, Anime",12
45408,Binan Koukou Chikyuu Bouei Bu LOVE!,Ended,2015-01-06,,TV Tokyo,JP,30,8.0,2,"Comedy, Action, Anime",36
45409,Juuou Mujin no Fafnir,Canceled/Ended,Jan/09/2015,Mar/27/2015,TBS,JP,25,9.0,2,"Adventure, Anime",12
45410,Seiken Tsukai no World Break,Ended,2015-01-11,,TV Tokyo,JP,25,8.5,4,"Action, Fantasy, Anime, Romance",12
45411,Junketsu No Maria,Ended,2015-01-11,,Tokyo MX,JP,25,0.0,0,"Comedy, Fantasy, Anime",12
45412,Yuri Kuma Arashi,Canceled/Ended,Jan/06/2015,Mar/31/2015,Tokyo MX,JP,25,0.0,0,"Comedy, Anime",12
45413,Rivers Edge Okawabata Detective Agency,Ended,Apr/18/2014,Jul/12/2014,TV Tokyo,JP,30,0.0,0,"Crime, Drama",12
45414,Military!,Canceled/Ended,Jan/07/2015,Mar/25/2015,AT-X,JP,5,0.0,0,"Comedy, Anime",12
45416,Sharing Paradise,Running,2017-02-24,,HGTV,US,30,0.0,0,DIY,2
45417,Barney and the Backyard Gang,Canceled/Ended,Oct/13/1988,Jan/29/1992,PBS,US,30,0.0,0,Children,8
45418,My Life As a Dead Girl,Ended,Jan/01/2015,Jan/01/2015,lifetime movie network,US,120,0.0,0,"Crime, Drama",0
45419,The Oprah Winfrey Show,Ended,1986-09-08,,Syndication,US,60,0.0,0,History,37
45420,It's a Mystery With Brit Eaton,New Series,Jan/02/2015,,Discovery Family,US,60,0.0,0,"Mystery, History, Discovery/Science",1
45421,Ancient Case Files,On Hiatus,Jan/02/2015,,Discovery Family,US,60,0.0,0,"Mystery, History",6
45422,CNN Newsroom with Brooke Baldwin,Ended,2006-09-04,,CNN,US,120,0.0,0,Current Events,106
45423,Stone Quackers,Ended,2014-10-31,,FXX,US,15,0.0,0,Comedy,12
45424,Gershwin Prize,To Be Determined,2012-05-21,,PBS,US,60,0.0,0,"Music, Celebrities",7
45425,"Rich, Russian and Living in London",New Series,Jan/05/2015,,BBC TWO,GB,60,0.0,0,Lifestyle,1
45426,Six Puppies and Us,New Series,Jan/06/2015,,BBC TWO,GB,60,0.0,0,"Animals/Pets, Lifestyle",2
45427,Billionaire's Paradise: Inside Necker Island,New Series,Jan/06/2015,,BBC TWO,GB,60,0.0,0,Lifestyle,1
45428,Super Cars v Used Cars: The Trade Off,New Series,Jan/07/2015,,BBC TWO,GB,60,0.0,0,"Finance, Lifestyle, Buy, Sell & Trade",1
45429,After the Flood,Running,2024-01-10,,ITVX,GB,10,0.0,0,"Drama, Mystery, Thriller",6
45430,The Super-Rich and Us,New Series,Jan/08/2015,,BBC TWO,GB,60,0.0,0,Lifestyle,2
45431,Blood and Bone China,Ended,Mar/06/2011,,,GB,90,0.0,0,"Mystery, Thriller, Horror/Supernatural, Adventure, Fantasy",12
45432,Jet Groove,Canceled/Ended,Feb/14/2006,,,FR,26,0.0,0,"Comedy, Drama, Animation General",0
45433,Ja Jan,New Series,Jan/05/2015,,één,BE,60,0.0,0,Talent,8
45434,Hallo Televisie,Ended,2015-01-06,,één,BE,40,0.0,0,"Family, Lifestyle",28
45435,X Ray and Vav,New Series,Nov/27/2014,,roosterteeth.com,US,15,0.0,0,"Crime, Animation General",1
45436,"New Body, New Style",Ended,Jan/02/2015,Jan/02/2015,TLC,US,60,0.0,0,"Lifestyle, Fashion/Make-up",0
45437,Damaged,Ended,Jan/03/2015,Jan/03/2015,Lifetime,US,120,0.0,0,"Crime, Drama, Romance/Dating",0
45438,Surprised by Love,Ended,Jan/03/2015,Jan/03/2015,Hallmark CHANNEL,US,120,0.0,0,Romance/Dating,0
45439,Kantoku Fuyukitodoki,Canceled/Ended,Apr/04/2014,Jul/04/2014,AT-X,JP,3,0.0,0,"Comedy, Anime",13
45440,Upstairs,Never Aired,Oct/21/2013,,,US,30,0.0,0,Comedy,0
45442,Noord Zuid,Ended,2015-01-02,,NPO 1,NL,50,0.0,0,"Crime, Drama",10
45443,В лесах под Ковелем,Canceled/Ended,Jan/05/1984,,,SU,10,0.0,0,"Drama, Action, History, Adventure",0
45444,Karas,Canceled/Ended,Mar/25/2005,Oct/23/2007,,JP,30,0.0,0,"Mystery, Thriller, Adventure, Anime",0
45445,Бонус,Ended,2018-09-20,,Premier,RU,10,0.0,0,"Drama, Music",16
45446,Исчезнувшие,Canceled/Ended,May/09/2009,,,RU,10,0.0,0,"Drama, Action, History",0
45447,Rubi,Ended,May/17/2004,Oct/22/2004,Televisa,MX,42,0.0,0,"Soaps, Drama",115
45448,Cuidado con el ángel,Ended,Jun/09/2008,Mar/06/2009,Televisa,MX,45,0.0,0,"Soaps, Drama",194
45449,El privilegio de amar,Ended,Jul/27/1998,Feb/26/1999,Televisa,MX,45,0.0,0,"Soaps, Drama",155
45450,Mecum Motorcycle,New Series,Jan/12/2015,,NBCSN,US,120,0.0,0,"Competition, Automobiles/Vehicles",1
45451,Between,Ended,2015-05-21,,Netflix,US,10,8.3636,11,"Drama, Mystery, Science-Fiction",12
45452,Africa's Most Extreme,Ended,Jan/04/2015,Jan/04/2015,NAT GEO WILD,US,60,0.0,0,"Adventure, Outdoors/Wildlife",0
45453,A Girl's Best Friend,Ended,Jan/04/2015,Jan/04/2015,UP,US,120,0.0,0,"Comedy, Romance/Dating",0
45454,Life of a King,Ended,Jan/18/2015,Jan/18/2015,UP,US,120,0.0,0,"Drama, Competition",0
45455,Christina Milian Turned Up,Ended,2015-01-18,,E!,US,60,4.0,2,Music,15
45456,Being Victoria Justice,Ended,Jan/05/2015,Jan/05/2015,MTV,US,60,0.0,0,"Celebrities, Lifestyle",0
45457,A Novel Romance,Ended,Jan/10/2015,Jan/10/2015,Hallmark CHANNEL,US,120,0.0,0,"Drama, Romance/Dating",0
45458,Walking the Nile,Ended,2015-01-04,,Channel 4,GB,60,0.0,0,"Lifestyle, Travel, Outdoors/Wildlife",4
45459,Mel & Sue,New Series,Jan/12/2015,,itv,GB,60,0.0,0,"Family, Celebrities",30
45460,Mein bester Feind,Returning Series,Dec/06/2014,,Pro7,DE,10,0.0,0,"Action, Competition",0
45461,Sibel & Max,Ended,2015-01-03,,ZDF,DE,50,0.0,0,"Comedy, Family",24
45462,Bettys Diagnose,Running,2015-01-09,,ZDFmediathek,DE,10,10.0,1,"Drama, Medical",238
45463,Две легенды,Canceled/Ended,Nov/22/2014,,Россия-2,RU,90,0.0,0,"Action, Spy/Espionage",4
45464,Англия в общем и в частности,Ended,Jan/04/2015,Jan/15/2015,Первый канал,RU,50,0.0,0,"Adventure, Interview",10
45465,Bannan,Running,2014-09-23,,BBC Alba,GB,30,0.0,0,Drama,40
45466,My Best Gay Friends,Canceled/Ended,Apr/08/2012,Sep/21/2013,Internet,VN,20,0.0,0,"Comedy, Lifestyle",11
45467,Такая life,Returning Series,2014,,Седьмой канал,KZ,25,0.0,0,"Comedy, Adventure, Family, Lifestyle",19
45468,Балабол,Ended,May/19/2014,May/29/2014,Первый канал,RU,50,0.0,0,"Comedy, Crime",16
45469,Fabulous Neighbor,New Series,Jan/05/2015,,SBS,KR,40,0.0,0,"Soaps, Drama, Romance/Dating",25
45470,Spy (SK),Ended,Jan/09/2015,,KBS2,KR,60,0.0,0,"Romance/Dating, Action, Thriller, Family",16
45471,Iron Lady Cha,Ended,2015-01-05,,MBC,KR,35,0.0,0,"Drama, Family, Romance",222
45472,Blow My Mind,Ended,Jan/05/2015,Jan/05/2015,National Geographic Channel,US,120,0.0,0,"Educational, Discovery/Science",0
45473,Mom's Day Away,Ended,May/11/2014,May/11/2014,Hallmark CHANNEL,US,120,0.0,0,"Drama, Family",0
45474,Marijuana Country: The Cannabis Boom,Ended,Jan/05/2015,Jan/05/2015,CNBC,US,60,0.0,0,"Drama, Lifestyle",0
45475,Korean Food Made Simple,Ended,2014-04-19,,Cooking Channel,US,30,0.0,0,Food,18
45476,Fresh Hell,Canceled/Ended,Apr/15/2011,Jul/21/2012,YouTube,US,10,0.0,0,Comedy,15
45477,Reina de corazones,Ended,Apr/28/2014,Nov/07/2014,TELEMUNDO,US,45,0.0,0,"Soaps, Drama",140
45478,The Carmichael Show,Ended,2015-08-26,,NBC,US,30,8.0,3,"Comedy, Family",32
45481,Shine or Go Crazy,Ended,2015-01-19,,MBC,KR,70,0.0,0,"Drama, Fantasy, Romance",24
45482,City of the Sun,New Series,Jan/30/2015,,MBC DramaNet,KR,60,0.0,0,Drama,16
45483,Miritari!,New Series,Jan/07/2015,,,JP,5,0.0,0,"Comedy, Adventure, Anime",1
45484,Kantai Collection: KanColle,Running,2015-01-08,,Tokyo MX,JP,25,0.0,0,"Action, Anime, Science-Fiction, War",20
45485,Utopia,To Be Determined,2014-01-06,,SBS 6,NL,30,0.0,0,"Adventure, How To/Do It Yourself, Competition, Buy, Sell & Trade",711
45486,Charlie 2015,New Series,Jan/04/2015,,,GB,90,0.0,0,Drama,3
45487,The Klondike Gold Rush,Ended,Jan/06/2015,Jan/06/2015,PBS,US,60,0.0,0,"History, Educational",0
45488,Living Different,New Series,Jan/06/2015,,oxygen,US,60,0.0,0,Lifestyle,4
45489,Weighing Up the Enemy,New Series,Jan/06/2015,,Channel 4,GB,60,0.0,0,"Cooking/Food, Lifestyle, Fitness",4
45490,Shut-Ins: Britain's Fattest People,Running,2015-01-08,,Channel 4,GB,65,0.0,0,Lifestyle,8
45491,Sex Party Secrets,Ended,Jan/08/2015,Jan/08/2015,Channel 4,GB,60,0.0,0,Lifestyle,2
45492,Adam Hills: Happyism,New Series,Jan/09/2015,,Channel 4,GB,60,0.0,0,"Comedy, Lifestyle",1
45493,70-Stone Man,New Series,Jan/05/2015,,Channel 5,GB,60,0.0,0,"Lifestyle, Fitness",1
45494,Benefits: Too Fat to Work,New Series,Jan/05/2015,,Channel 5,GB,60,0.0,0,Lifestyle,1
45495,Secrets of the Egyptian Pyramids,New Series,Jan/08/2015,,Channel 5,GB,60,0.0,0,"History, Lifestyle",1
45496,Endurance,Running,2023-10-02,,Channel 5,GB,60,0.0,0,"History, Adventure",3
45497,Crims,Ended,2015-01-08,,BBC Three,GB,30,0.0,0,Comedy,6
45498,Hermitage Revealed,New Series,Jan/04/2015,,BBC FOUR,GB,60,0.0,0,"History, Discovery/Science",1
45499,The Inca: Masters of the Clouds,New Series,Jan/08/2015,,BBC FOUR,GB,60,0.0,0,"History, Lifestyle",2
45500,Placido Domingo at the BBC,New Series,Jan/09/2015,,BBC FOUR,GB,60,0.0,0,Music,1
45501,Meat Loaf: In and Out of Hell,New Series,Jan/09/2015,,BBC FOUR,GB,60,0.0,0,Music,1
45502,David Attenborough's Conquest of the Skies,Ended,2015-01-03,,Sky Showcase,GB,60,0.0,0,Nature,5
45504,Harry Hill’s Stars In Their Eyes,New Series,Jan/10/2015,,itv,GB,65,0.0,0,Music,6
45505,K.C. Undercover,Ended,2015-01-18,,DisneyNOW,US,10,8.9333,15,"Comedy, Action, Family",76
45506,How We Got Here,New Series,Jan/06/2015,,AMERICAN HEROES CHANNEL,US,30,4.0,2,"History, Educational",12
45507,Hand Made History,New Series,Jan/06/2015,,Discovery Family,US,30,0.0,0,"History, Educational",3
45508,Kevin from Work,Ended,2015-08-12,,Freeform,US,30,0.0,0,"Comedy, Family",10
45509,Tough Cookie,Pilot Ordered,2015,,ABC Family,US,30,0.0,0,"Comedy, Family",0
45510,Cuéntame un cuento,Ended,2014-11-10,,Antena 3,ES,90,0.0,0,"Crime, Thriller, Fantasy",5
45511,Serramoura,Running,2014-10-05,,Televisión de Galicia,ES,70,0.0,0,"Drama, Thriller",185
45512,Love Sick: The Series,Ended,2014-07-06,,MCOT HD,TH,40,10.0,3,"Drama, Romance",48
45513,Tormenta,Ended,Aug/01/2013,Aug/02/2013,Antena 3,ES,45,0.0,0,"Drama, Action, Teens, Competition",2
45514,Juana la virgen,Canceled/Ended,Mar/14/2002,Oct/16/2002,RCTV,VE,10,0.0,0,"Drama, Romance/Dating",1
45515,"Underworld, Inc.",Running,2015-01-07,,National Geographic Channel,US,60,4.0,2,"Crime, Drama",19
45516,Now You See It,Ended,2015-01-10,,BBC One,GB,30,0.0,0,Celebrities,16
45517,Film 2015,Ended,2015-01-14,,BBC One,GB,30,0.0,0,"Celebrities, Cinema/Theatre",14
45518,Robert Kelly: Live at the Village Underground,Ended,Jan/09/2015,Jan/09/2015,Comedy Central,US,90,0.0,0,"Comedy, Sketch/Improv",0
45519,Get Your Act Together,New Series,Jan/18/2015,,itv,GB,75,0.0,0,"Celebrities, Lifestyle",6
45520,Planet's Got Talent,Ended,2015-01-17,,ITV,GB,30,0.0,0,Family,12
45522,Как выйти замуж за миллионера,Ended,Nov/04/2012,Jan/17/2014,Интер,RU,10,0.0,0,"Comedy, Romance/Dating",14
45523,Крем,Canceled/Ended,Jan/03/2010,,CTC,RU,46,0.0,0,Comedy,2
45524,Черно-белое,In Development,Sep/14/2014,,Первый канал,RU,50,0.0,0,"Mystery, Horror/Supernatural, Travel, Competition",16
45525,Палач,Ended,2015-01-11,,Первый канал,RU,51,0.0,0,"Drama, Mystery",10
45526,"Пётр Лещенко. Всё, что было...",Ended,2013-10-14,,Інтер,RU,52,0.0,0,"Drama, History",8
45527,Litchi De Hikari Club,Canceled/Ended,Oct/02/2012,Nov/20/2012,Tokyo MX,JP,3,0.0,0,"Comedy, Anime",8
45528,The Studio,In Development,,,Showtime,US,30,0.0,0,"Comedy, Music",0
45529,Professionals,In Development,2015,,SHOWTIME,US,30,0.0,0,Comedy,0
45530,StarTalk,Ended,2015-04-20,,National Geographic Channel,US,60,0.0,0,"Celebrities, Current Events, Discovery/Science, Lifestyle",76
45531,Ever After High: Spring Unsprung,New Series,Feb/06/2015,,Netflix,US,30,10.0,1,"Teens, Children, Children Cartoons",12
45532,The Joy of Mozart,New Series,Jan/18/2015,,BBC FOUR,GB,60,0.0,0,"History, Music",1
45533,Poet on the Frontline,New Series,Jan/18/2015,,BBC FOUR,GB,60,0.0,0,"Lifestyle, Literature",1
45534,Excluded: Kicked Out of School,New Series,Jan/20/2015,,BBC three,GB,60,0.0,0,"Teens, Educational",3
45535,Back Flip,New Series,Jan/08/2015,,diy network,US,30,0.0,0,"How To/Do It Yourself, Housing/Building",4
45536,Matumbo Goldberg,Canceled/Ended,Apr/12/2011,Dec/30/2011,,US,4,0.0,0,Comedy,5
45537,Pets - Wild at Heart,New Series,Jan/21/2015,,BBC one,GB,60,0.0,0,Animals/Pets,2
45538,Behind the B,Returning Series,Sep/09/2013,,NESN,US,30,0.0,0,Sports,0
45539,New Girls on the Block,New Series,Apr/11/2015,,Discovery Life,US,60,0.0,0,"Drama, Lifestyle",5
45540,UFC Presents,New Series,Jan/08/2015,,FOX SPORTS 1,US,60,0.0,0,Competition,6
45541,"Ruff-Ruff, Tweet and Dave",New Series,Jan/08/2015,,NBC,US,30,7.0,1,"Adventure, Animation General, Children, Educational, Competition",11
45542,Miles from Tomorrowland,Ended,2015-02-06,,Disney Junior,US,12,10.0,2,"Action, Adventure, Science-Fiction",143
45543,The Cookie Thief,New Series,Feb/16/2015,,PBS,US,60,0.0,0,"Comedy, Children",0
45544,Timid Pimps,New Series,Jul/30/2014,,Vimeo.com,US,25,0.0,0,Comedy,2
45545,Gangland Undercover,Ended,2015-02-24,,History,US,60,8.6,5,"Crime, Drama",14
45546,Massan,New Series,Sep/29/2014,,NHK,JP,15,0.0,0,Romance/Dating,0
45547,Kaukasia 30 päivässä,New Series,Jan/07/2015,,YLE Teema,FI,45,0.0,0,Travel,10
45548,Девичья охота,Ended,Oct/16/2011,Jan/18/2012,Первый канал,RU,47,0.0,0,"Drama, Romance/Dating, Family",1
45549,Alatriste,New Series,Jan/07/2015,,Telecinco,ES,70,0.0,0,"Action, Adventure, Literature",13
45550,Ginyuu Mokushiroku Meine Liebe,Canceled/Ended,Nov/04/2004,Apr/16/2006,Animax,JP,25,0.0,0,"Drama, History, Fantasy, Anime",0
45551,Птичка певчая,Ended,2018-03-04,,Україна,TR,47,0.0,0,"Drama, Romance",4
45552,Адъютанты любви,Canceled/Ended,Oct/03/2005,Feb/03/2006,Первый канал,RU,46,0.0,0,"Action, History, Adventure, Family, Politics",85
45553,Katy Perry: Getting Intimate,Ended,Oct/25/2014,Oct/25/2014,AXStv,US,90,0.0,0,"Music, Talent",0
45554,Discovering Lucy Angel,New Series,Jan/13/2015,,AXStv,US,30,0.0,0,"Music, Lifestyle",13
45555,Sugar Daddies,Ended,Jan/10/2015,Jan/10/2015,Lifetime,US,120,0.0,0,"Crime, Drama",0
45556,Warrior,In Development,2015,,NBC,US,60,0.0,0,"Drama, Fantasy",0
45557,Missed Connection,Ended,Nov/14/2011,2011,,US,5,0.0,0,"Comedy, Romance/Dating",0
45558,HBCU Sports,New Series,Jan/10/2015,,ASPiRE,US,120,0.0,0,Competition,5
45559,Celebrity Sweat with Eric the Trainer,New Series,Jan/10/2015,,AXStv,US,30,0.0,0,"Celebrities, Fitness",1
45560,Road to Alvarado/Rios 3,Ended,Jan/10/2015,Jan/10/2015,HBO,US,12,0.0,0,Competition,0
45561,Barely Famous,Ended,2015-03-18,,VH1,US,30,6.5,2,Comedy,12
45562,Легко ли быть молодым?,Canceled/Ended,Jan/26/2015,Feb/05/2015,ТНТ,RU,24,0.0,0,"Comedy, Teens",8
45563,Almost Strangers,Ended,May/10/2001,,,GB,238,0.0,0,"Comedy, Drama",0
45564,Friday on My Mind,Ended,2017-11-26,,ABC,GB,95,0.0,0,"Drama, Music",3
45565,Thai Street Food with David Thompson,New Series,Oct/09/2014,,SBS ONE,AU,25,0.0,0,"Cooking/Food, Travel",13
45566,Star Trek: Hidden Frontier,Ended,Jan/01/2000,,,US,30,0.0,0,Sci-Fi,0
45567,A Gift of Miracles,Ended,Feb/15/2015,Feb/15/2015,Hallmark MOVIES & MYSTERIES,US,120,0.0,0,"Drama, Romance/Dating",0
45568,Bridal Wave,Ended,Jan/17/2015,Jan/17/2015,Hallmark CHANNEL,US,120,0.0,0,"Drama, Romance/Dating",0
45569,My Husband's Not Gay,Ended,Jan/11/2015,Jan/11/2015,TLC,US,60,0.0,0,Lifestyle,0
45570,Emeril's Florida,Ended,2013-01-06,,Cooking Channel,US,30,0.0,0,"Cooking/Food, How To/Do It Yourself",32
45571,Charmers,Ended,2021-05-27,,YouTube,US,10,8.1429,7,"Drama, Adventure, Supernatural",93
45572,"Angry, White and Proud",New Series,Jan/13/2015,,Channel 4,GB,60,0.0,0,Lifestyle,1
45573,Haiti: Open for Business?,Ended,Jan/12/2015,Jan/12/2015,Bloomberg TELEVISION,US,30,0.0,0,Lifestyle,0
45574,Dark Matter,Ended,2015-06-12,,CTV Sci-Fi Channel,US,60,9.1628,43,"Action, Adventure, Science-Fiction",39
45575,A Very Barry Branson,Ended,2015-02-05,,Great American Country,US,30,0.0,0,"Adventure, Music, Travel",6
45576,South Side,Ended,2019-07-24,,Max,GB,10,10.0,1,Comedy,28
45577,Attenborough's Paradise Birds,New Series,Jan/29/2015,,BBC TWO,GB,60,0.0,0,Animals/Pets,1
45578,Puppy in My Pocket: Adventures in Pocketville,Ended,May/03/2011,Jun/12/2012,BOOMERANG,IT,22,0.0,0,"Adventure, Animals/Pets, Children Cartoons",52
45579,Årsrevyen med Harald Eia,Ended,Jan/06/2015,,TVNorge,NO,45,0.0,0,"Comedy, Family, Celebrities, Current Events",6
45580,Purple High (Series),New Series,Apr/01/2015,,,GB,10,0.0,0,"Comedy, Drama",0
45581,Sandy & Junior,Ended,Apr/11/1999,Dec/29/2002,Rede Globo de Televisão,BR,30,0.0,0,"Comedy, Music, Teens, Celebrities",4
45582,Diriliş Ertuğrul,Ended,2014-12-10,,TRT1,TR,130,9.9,50,"Action, History, War",150
45583,It's a Mann's World,Ended,2015-01-14,,BET,US,30,10.0,1,Family,18
45584,Britain's Tudor Treasure: A Night at Hampton Court,New Series,Jan/10/2015,,BBC TWO,GB,60,0.0,0,"History, Lifestyle",1
45585,Reinventing the Royals,Ended,2015-02-19,,BBC Two,GB,60,0.0,0,Lifestyle,2
45586,Life of a Mountain,New Series,Jan/14/2015,,BBC FOUR,GB,60,0.0,0,Adventure,1
45587,Sound of Song,Ended,2015-01-16,,BBC One,GB,58,0.0,0,Music,3
45588,Car Crash TV,Ended,2015-01-12,,5STAR,GB,60,0.0,0,Lifestyle,56
45589,Панфилова,New Series,Dec/11/2014,,Дождь,RU,40,0.0,0,"Interview, Politics, Debate",3
45590,Married at First Sight: The First Year,Ended,2015-01-13,,"FYI,",US,60,6.5,2,Romance,28
45591,Big Giant Swords,Ended,2015-01-13,,Discovery Channel,US,60,4.0,2,"Talent, Lifestyle",6
45592,Hotel Showdown,Ended,2015-01-13,,Travel Channel,US,10,0.0,0,"Lifestyle, Travel",5
45593,My Big Fat Fabulous Life,Running,2015-01-13,,TLC,US,60,7.3333,3,Lifestyle,172
45594,Troy: Street Magic,New Series,Jan/13/2015,,Syfy,US,60,0.0,0,Talent,10
45595,Bad Builders Bang To Rights,New Series,Jan/27/2015,,itv,GB,60,0.0,0,,3
45596,Holocaust: Night Will Fall,Ended,Jan/24/2015,,Channel 4,GB,60,0.0,0,"History, Lifestyle",0
45597,Star vs. the Forces of Evil,Ended,2015-01-18,,Disney XD,US,15,9.4267,75,"Comedy, Adventure, Children",138
45598,Style Log,Ended,2012-03-16,,On Style,KR,60,0.0,0,Fashion/Make-up,93
45599,Sai de Baixo,Ended,Mar/31/1996,Mar/31/2002,Rede Globo de Televisão,BR,60,0.0,0,"Comedy, Family, Cinema/Theatre",0
45600,Tjukken og Lillemor,Ended,Jan/11/2015,,TV2,NO,45,0.0,0,"Family, Discovery/Science, Lifestyle, Travel, Fitness",4
45602,Jack Vale: Offline,New Series,Jan/13/2015,,Headline News,US,30,0.0,0,"Comedy, Family",6
45603,Nature's Boldest Thieves,New Series,Jan/25/2015,,BBC one,GB,50,0.0,0,Animals/Pets,1
45604,Dragon Collection,Returning Series,Apr/07/2014,,TXN,JP,23,0.0,0,"Adult Cartoons, Fantasy",0
45605,Pri Para,Returning Series,Jul/05/2014,,TV Tokyo,JP,25,0.0,0,"Comedy, Adult Cartoons, Music, Anime",56
