id,name,status,start_date,end_date,network,country,runtime,rating,rating_count,genres,total_episodes
1,Fernwood 2Night,Ended,1977-07-04,,Syndication,US,30,0.0,0,Comedy,65
2,America 2Night,Ended,1978-04-10,,Syndication,US,30,0.0,0,Comedy,65
3,"Mary Hartman, Mary Hartman",Ended,1976-01-05,,Syndication,US,30,0.0,0,Comedy,325
4,Sara (1985),Canceled/Ended,Jan/23/1985,May/08/1985,NBC,US,30,0.0,0,Comedy,13
5,Buffalo Bill,Canceled/Ended,Jun/01/1983,Apr/05/1984,NBC,US,30,0.0,0,Comedy,26
6,The Rousters,Canceled/Ended,Oct/01/1983,Jul/21/1984,NBC,US,60,0.0,0,Adventure,13
7,Paper Dolls,To Be Determined,2023-12-03,,Paramount+,US,10,7.0,1,"Drama, Music",12
8,"Marcus Welby, M.D.",Ended,1969-09-23,,ABC,US,60,0.0,0,"Drama, Medical",172
9,Too Close for Comfort,Ended,1980-11-11,,Syndication,US,30,7.0,1,"Comedy, Family",129
10,Bob & Carol & Ted & Alice,Canceled/Ended,Sep/26/1973,Nov/07/1973,ABC,US,30,10.0,1,Comedy,7
11,USA High,Canceled/Ended,Aug/04/1997,Jun/10/1999,USA Network,US,30,10.0,1,Comedy,95
12,The Colbys,Ended,1985-11-20,,ABC,US,60,0.0,0,Drama,49
13,The Betty White Show,Canceled/Ended,Sep/12/1977,Jan/09/1978,CBS,US,30,0.0,0,Comedy,14
14,The Andy Williams Show (1958),Canceled/Ended,Jul/03/1958,Jul/17/1971,NBC,US,60,0.0,0,"Family, Music",7
15,The Courtship of Eddie's Father,Canceled/Ended,Sep/17/1969,Jun/14/1972,ABC,US,30,0.0,0,"Comedy, Romance/Dating, Family",73
16,Forever Fernwood,Ended,1977-10-03,,Syndication,US,30,0.0,0,Comedy,8
17,Seven Brides for Seven Brothers,Canceled/Ended,Sep/19/1982,Mar/23/1983,CBS,US,60,0.0,0,"Drama, Music",22
18,Fallen Angels,Canceled/Ended,Aug/01/1993,Nov/19/1995,SHOWTIME,US,30,0.0,0,"Crime, Drama, Mystery",12
19,Another Day,Canceled/Ended,Apr/08/1978,Apr/29/1978,CBS,US,30,0.0,0,Comedy,4
20,The Defenders (1961),Canceled/Ended,Sep/16/1961,Sep/09/1965,CBS,US,60,0.0,0,Drama,132
21,"Trapper John, M.D.",Canceled/Ended,Sep/23/1979,Sep/04/1986,CBS,US,60,0.0,0,"Drama, Medical",151
22,Dr. Kildare,Canceled/Ended,Sep/28/1961,Aug/31/1966,NBC,US,60,0.0,0,"Drama, Medical",191
23,Empire (1962),Canceled/Ended,Sep/25/1962,Sep/17/1963,NBC,US,60,0.0,0,"Drama, Western",32
24,Fifteen,Canceled/Ended,Feb/02/1991,Apr/25/1993,nickelodeon,US,30,0.0,0,"Soaps, Drama, Teens",143
25,Swans Crossing,Canceled/Ended,Jun/28/1992,Dec/25/1992,Syndicated,US,30,0.0,0,"Soaps, Teens",65
26,Santa Barbara,Canceled/Ended,Jul/30/1984,Jan/15/1993,NBC,US,60,0.0,0,"Soaps, Drama",2137
27,NYPD,Canceled/Ended,Sep/05/1967,Sep/16/1969,ABC,US,30,0.0,0,"Crime, Drama",49
28,Social Studies,Running,2024-09-27,,FX,US,83,0.0,0,Comedy,6
29,Winnetka Road,Canceled/Ended,Mar/12/1994,Apr/16/1994,NBC,US,60,0.0,0,Drama,5
30,Cupid,Ended,1998-09-26,,ABC,US,60,0.0,0,"Comedy, Drama, Romance",14
31,Pokémon,Running,1997-04-01,,TV Tokyo,AJ,30,9.6,45,"Adventure, Fantasy, Anime",1423
32,Second Chance (1987),Canceled/Ended,Sep/26/1987,May/14/1988,FOX,US,30,0.0,0,Comedy,21
33,Home Free,Canceled/Ended,Mar/31/1993,Jul/02/1993,ABC,US,30,0.0,0,Comedy,11
34,The Trouble with Larry,Canceled/Ended,Aug/25/1993,Sep/08/1993,CBS,US,30,0.0,0,Comedy,3
35,Day by Day,Canceled/Ended,Feb/29/1988,Jun/25/1989,NBC,US,30,0.0,0,Comedy,33
36,It's a Living,Canceled/Ended,Oct/30/1980,Sep/02/1989,Syndicated,US,30,6.6667,3,Comedy,120
37,Phyllis,Canceled/Ended,Sep/08/1975,Mar/13/1977,CBS,US,30,0.0,0,Comedy,48
38,Julia,Canceled/Ended,Sep/17/1968,May/25/1971,NBC,US,30,0.0,0,Comedy,86
39,Bachelor Father,Canceled/Ended,Sep/15/1957,Sep/25/1962,ABC,US,30,0.0,0,"Comedy, Family",157
40,Nasty Boys,Canceled/Ended,Feb/19/1990,Jul/20/1990,NBC,US,60,0.0,0,Drama,14
41,Working it Out,Canceled/Ended,Aug/22/1990,Dec/12/1990,NBC,US,30,0.0,0,Comedy,12
42,I'm Dickens... He's Fenster,Ended,1962-09-28,,ABC,US,30,6.0,2,Comedy,32
43,December Bride,Canceled/Ended,Oct/04/1954,Sep/24/1959,CBS,US,30,0.0,0,Comedy,157
44,Pete and Gladys,Canceled/Ended,Sep/19/1960,Jun/11/1962,CBS,US,30,0.0,0,Comedy,72
45,House Calls,Canceled/Ended,Dec/17/1979,May/27/1982,CBS,US,30,0.0,0,"Comedy, Romance/Dating",57
46,Apple Pie,Canceled/Ended,Sep/23/1978,Oct/07/1978,ABC,US,30,0.0,0,Comedy,2
47,Blansky's Beauties,Canceled/Ended,Feb/12/1977,Jun/27/1977,ABC,US,30,0.0,0,Comedy,13
48,True Colors,To Be Determined,2020-09-29,,Peacock,US,10,0.0,0,Comedy,45
49,Fish (US),Canceled/Ended,Feb/05/1977,Jun/08/1978,ABC,US,30,0.0,0,Comedy,35
50,Burke's Law (1994),Canceled/Ended,Jan/07/1994,Jul/27/1995,CBS,US,60,0.0,0,"Crime, Drama",27
51,Three's a Crowd (1984),Canceled/Ended,Sep/25/1984,Sep/10/1985,ABC,US,30,6.0,1,Comedy,22
52,Babes,Canceled/Ended,Sep/13/1990,Aug/10/1991,FOX,US,30,0.0,0,Comedy,22
53,Going Places,Canceled/Ended,Sep/21/1990,Jul/06/1991,ABC,US,30,0.0,0,Comedy,19
54,Amen,Canceled/Ended,Sep/27/1986,Jul/27/1991,NBC,US,30,0.0,0,Comedy,110
55,That's My Mama,Canceled/Ended,Sep/04/1974,Dec/24/1975,ABC,US,30,0.0,0,Comedy,39
56,Undressed,Canceled/Ended,Jul/26/1999,Sep/05/2002,MTV,US,30,0.0,0,"Soaps, Comedy, Drama, Teens",223
57,Ready or Not,Ended,2018-03-31,,BBC One,CA,30,0.0,0,Comedy,9
58,Katts and Dog,Canceled/Ended,Sep/17/1988,Jul/01/1993,CTV,CA,30,0.0,0,"Crime, Action, Adventure, Animals/Pets",1
59,"Zoe, Duncan, Jack & Jane",Canceled/Ended,Jan/17/1999,Jun/11/2000,WB,US,30,0.0,0,Comedy,26
60,Throb,Canceled/Ended,Sep/20/1986,May/28/1988,Syndicated,US,30,0.0,0,"Comedy, Music",48
61,CatDog,Ended,1998-04-04,,Nickelodeon,US,15,0.0,0,"Comedy, Children",131
62,Head Start,Ended,2001-03-04,,ABC,AU,60,0.0,0,"Comedy, Drama, Adventure",40
63,Grace & Favour,Ended,1992-01-10,,BBC One,GB,30,0.0,0,Comedy,12
64,Keeping Up Appearances,Ended,1990-10-29,,BBC One,GB,30,6.5,2,Comedy,40
65,Bagdad Cafe,Canceled/Ended,Mar/30/1990,Jul/27/1991,CBS,US,30,0.0,0,Comedy,15
66,Dot Comedy,Canceled/Ended,Dec/08/2000,Dec/08/2000,ABC,US,30,0.0,0,"Comedy, Sketch/Improv",1
67,Black Tie Affair,Canceled/Ended,May/29/1993,Jun/19/1993,NBC,US,30,0.0,0,Comedy,5
68,My World and Welcome to It,Canceled/Ended,Sep/15/1969,Sep/07/1970,NBC,US,30,0.0,0,Comedy,26
69,Who Wants to Be a Millionaire,To Be Determined,2002-09-16,,ABC,US,60,0.0,0,,2825
70,Emerald Point N.A.S.,Canceled/Ended,Sep/26/1983,Mar/12/1984,CBS,US,60,0.0,0,"Drama, Military/War",22
71,James at 15,Canceled/Ended,Oct/27/1977,Jun/29/1978,NBC,US,60,0.0,0,"Drama, Teens",20
72,The United States Steel Hour,Canceled/Ended,Oct/27/1953,Jun/12/1963,CBS,US,60,0.0,0,Anthology,259
73,The Beachcombers,Ended,1972-10-01,,CBC,CA,30,0.0,0,"Comedy, Drama, Adventure",321
74,The Good Guys (1968),Canceled/Ended,Sep/25/1968,Jan/23/1970,CBS,US,30,0.0,0,Comedy,42
75,Tales of the Unexpected,Canceled/Ended,Mar/24/1979,May/13/1988,itv,GB,30,0.0,0,"Thriller, Horror/Supernatural, Anthology",112
76,The Kids from Room 402,Ended,1999-10-09,,FOX,US,30,0.0,0,Animation General,2
77,Jesse Hawkes,Canceled/Ended,Apr/22/1989,May/27/1989,CBS,US,60,0.0,0,Adventure,6
78,Lock-Up,Canceled/Ended,Sep/26/1959,Jun/10/1961,Syndicated,US,30,5.5,2,"Crime, Drama",78
79,Thieftakers,Canceled/Ended,Feb/1995,Dec/1997,itv,GB,60,0.0,0,,25
80,Chip 'N Dale Rescue Rangers,Ended,1989-03-05,,Disney Channel,US,25,0.0,0,"Adventure, Children",65
81,Darkwing Duck,Ended,1991-09-08,,Disney Channel,US,25,0.0,0,"Comedy, Children",91
82,The Millionaire,Canceled/Ended,Jan/19/1955,Sep/28/1960,CBS,US,30,10.0,1,Drama,205
83,The Burning Zone,Ended,1996-09-03,,UPN,US,60,0.0,0,"Drama, Science-Fiction",19
84,Cain's Hundred,Canceled/Ended,Sep/19/1961,Sep/11/1962,NBC,US,60,0.0,0,"Crime, Drama",30
85,Talk Of The Town,Canceled/Ended,May/1988,Nov/1988,,US,10,0.0,0,,1
86,Life with Lucy,Canceled/Ended,Sep/20/1986,Nov/15/1986,ABC,US,30,0.0,0,Comedy,8
87,Broken,In Development,,,ABC,US,10,0.0,0,Drama,70
88,Whispering Smith,Canceled/Ended,May/08/1961,Sep/18/1961,NBC,US,60,0.0,0,"Drama, Western",20
89,Search for Tomorrow,Canceled/Ended,Sep/03/1951,Dec/26/1986,NBC,US,30,0.0,0,Soaps,259
90,The Edge of Night,Canceled/Ended,Apr/02/1956,Dec/28/1984,ABC,US,30,4.0,2,Soaps,308
91,Texas,Canceled/Ended,Aug/04/1980,Dec/31/1982,NBC,US,60,0.0,0,Soaps,277
92,Password,Ended,1961-10-02,,ABC,US,30,0.0,0,Celebrities,204
93,The Mike Douglas Show,Canceled/Ended,Aug/05/1963,Oct/09/1981,Syndicated,US,60,0.0,0,"Celebrities, Interview",12
94,His & Hers,Canceled/Ended,Mar/05/1990,Aug/22/1990,CBS,US,30,0.0,0,"Comedy, Family",13
95,Bare Essence,Canceled/Ended,Feb/15/1983,Jun/13/1983,NBC,US,60,0.0,0,"Soaps, Drama",11
96,Lillie,Canceled/Ended,Sep/24/1978,Dec/17/1978,itv,GB,50,0.0,0,"Drama, History, Celebrities",13
97,The Adventurer (UK),Canceled/Ended,Sep/29/1972,Mar/29/1974,itv,GB,30,0.0,0,"Mystery, Adventure",26
98,Capitol,Canceled/Ended,Mar/22/1982,Mar/20/1987,CBS,US,30,0.0,0,"Soaps, Politics",400
99,Here Come the Brides,Ended,1968-09-25,,ABC,US,60,0.0,0,"Comedy, Adventure, Western",52
100,Love of Life,Canceled/Ended,Sep/24/1951,Feb/01/1980,CBS,US,30,0.0,0,Soaps,219
101,The Doctors (1963),Canceled/Ended,Apr/01/1963,Dec/31/1982,NBC,US,30,0.0,0,Soaps,279
102,Generations,Canceled/Ended,Mar/27/1989,Jan/25/1991,NBC,US,30,0.0,0,Soaps,470
103,Arli$$,Canceled/Ended,Aug/10/1996,Sep/08/2002,HBO,US,30,0.0,0,"Comedy, Sports",80
104,Breaking Away,Canceled/Ended,Nov/29/1980,Jan/10/1981,ABC,US,60,0.0,0,Drama,7
105,Bat Masterson,Ended,1958-10-08,,NBC,US,30,0.0,0,"Drama, Action, Western",108
106,Sigmund and the Sea Monsters,Ended,2017-10-13,,Prime Video,US,10,7.0,2,"Comedy, Children",29
107,Buddies,Canceled/Ended,Mar/05/1996,Apr/03/1996,ABC,US,30,6.5,2,Comedy,5
108,Un paso adelante (DE),Canceled/Ended,Nov/14/2005,Aug/2007,Vox,ES,60,0.0,0,"Comedy, Drama, Romance/Dating, Family, Music",121
109,Stoney Burke,Canceled/Ended,Oct/01/1962,Sep/09/1963,ABC,US,60,0.0,0,"Drama, Western",32
110,Rituals,Canceled/Ended,Sep/10/1984,Sep/06/1985,Syndicated,US,30,0.0,0,Drama,260
111,The City (1995),Canceled/Ended,Nov/13/1995,Mar/20/1997,ABC,US,30,0.0,0,Soaps,287
112,That Was the Week That Was,Canceled/Ended,Nov/24/1962,Dec/28/1963,BBC one,GB,50,0.0,0,"Sketch/Improv, Current Events",37
113,Shelley,Canceled/Ended,Jul/12/1979,Sep/01/1992,itv,GB,30,0.0,0,Comedy,71
114,Brookside,Ended,1982-11-02,,Channel 4,GB,30,0.0,0,Drama,2515
115,Dolly,Canceled/Ended,Sep/27/1987,May/10/1988,ABC,US,60,0.0,0,"Comedy, Music, Sketch/Improv",15
116,Ben Casey,Canceled/Ended,Oct/02/1961,Mar/21/1966,ABC,US,60,0.0,0,"Drama, Medical",153
117,Match Game PM,Canceled/Ended,Sep/08/1975,Sep/1982,Syndicated,US,30,0.0,0,,0
118,"Love, Sidney",Canceled/Ended,Oct/28/1981,Aug/29/1983,NBC,US,30,0.0,0,Comedy,43
119,The Debbie Reynolds Show,Canceled/Ended,Sep/16/1969,Sep/01/1970,NBC,US,30,0.0,0,Comedy,26
120,All That Glitters,Canceled/Ended,Apr/18/1977,Jul/15/1977,Syndicated,US,30,0.0,0,"Comedy, Fantasy",0
121,Hail To the Chief,Canceled/Ended,Apr/09/1985,Jul/20/1985,ABC,US,30,0.0,0,"Comedy, Politics",7
122,Watching,Canceled/Ended,Jul/05/1987,Apr/04/1993,itv,GB,30,0.0,0,Comedy,52
123,"Sit Down, Shut Up (AU)",Canceled/Ended,Feb/16/2001,Jun/28/2001,ten,AU,30,0.0,0,Comedy,13
124,Love is a Four Letter Word,Canceled/Ended,Jan/30/2001,Jul/24/2001,ABC,AU,30,0.0,0,Drama,26
125,Flat Chat,Canceled/Ended,Feb/19/2001,May/14/2001,Nine Network,AU,30,0.0,0,Comedy,13
126,Water Rats,Canceled/Ended,Feb/12/1996,Aug/07/2001,Nine Network,AU,60,0.0,0,"Crime, Drama, Mystery, Action",177
127,Baby Boom,Canceled/Ended,Sep/10/1988,Sep/10/1989,NBC,US,30,0.0,0,Comedy,10
128,The Leslie Uggams Show,Canceled/Ended,Sep/28/1969,Dec/14/1969,CBS,US,60,0.0,0,Music,10
129,Good Sports,Ended,1991-01-10,,CBS,US,30,0.0,0,"Comedy, Sports",15
130,Spellbinder,Ended,1995-01-09,,Nine Network,AU,25,10.0,1,"Adventure, Fantasy, Science-Fiction",52
131,Normal Life,Canceled/Ended,Mar/21/1990,Jul/18/1990,CBS,US,30,0.0,0,Comedy,13
132,Beyond Chance,Canceled/Ended,Aug/15/1999,Mar/09/2002,Lifetime,US,60,0.0,0,Horror/Supernatural,65
133,The Paul Williams Comedy Show,Canceled/Ended,Jun/27/1979,,NBC,US,60,0.0,0,,0
134,"Loves Me, Loves Me Not",Canceled/Ended,Mar/20/1977,Apr/27/1977,CBS,US,30,0.0,0,"Comedy, Romance/Dating",6
135,Jennifer Slept Here,Ended,1983-10-21,,NBC,US,30,0.0,0,"Comedy, Fantasy",13
136,You Take the Kids,Canceled/Ended,Dec/15/1990,Jan/12/1991,CBS,US,30,0.0,0,Comedy,6
137,Climax!,Canceled/Ended,Oct/07/1954,Jun/26/1958,CBS,US,60,0.0,0,Anthology,166
138,Checking In,Canceled/Ended,Apr/09/1981,Apr/30/1981,CBS,US,30,0.0,0,Comedy,4
139,Fish Police,Canceled/Ended,Feb/28/1992,Mar/13/1992,CBS,US,30,0.0,0,"Comedy, Crime, Adult Cartoons",3
140,Notorious,Canceled/Ended,Sep/27/2004,Dec/14/2007,"fyi,",US,60,0.0,0,"Crime, Drama",2
141,Hullabaloo,Canceled/Ended,Jan/12/1965,Aug/29/1966,NBC,US,30,0.0,0,Music,48
142,Pryor's Place,Ended,1984-09-15,,CBS,US,30,0.0,0,"Comedy, Children",13
143,Hee-Haw,Canceled/Ended,Jun/15/1969,Sep/12/1992,Syndicated,US,60,0.0,0,"Comedy, Music",104
144,The Demon Headmaster,Ended,2019-10-14,,CBBC,GB,30,0.0,0,"Drama, Fantasy, Science-Fiction",23
145,Silver Surfer,Ended,1998-02-07,,FOX,US,30,10.0,1,"Action, Adventure, Science-Fiction",13
146,Chained,Canceled/Ended,Mar/2001,Jan/2002,E4,GB,10,9.0,2,,6
147,Trust Me (UK),Canceled/Ended,Nov/2000,Nov/2000,Channel 4,GB,10,0.0,0,,4
148,Burnside,Ended,2000-07-07,,ITV1,GB,60,0.0,0,"Crime, Drama",6
149,87th Precinct,Canceled/Ended,Sep/25/1961,Sep/10/1962,NBC,US,60,0.0,0,"Crime, Drama",30
150,Tribeca,Canceled/Ended,Mar/23/1993,May/04/1993,FOX,US,60,0.0,0,Drama,1
151,Space Cadets (1997),Canceled/Ended,Jul/1997,Sep/1997,,GB,30,0.0,0,,10
152,The Glen Campbell Goodtime Hour,Canceled/Ended,Jan/29/1969,Jun/13/1972,CBS,US,60,0.0,0,Music,91
153,Scorch,Canceled/Ended,Feb/28/1992,Mar/13/1992,CBS,US,30,0.0,0,Comedy,3
154,Chromiumblue.com,Canceled/Ended,Aug/23/2002,Oct/04/2002,SHOWTIME,US,30,0.0,0,"Drama, Sex",13
155,Happily Ever After: Fairy Tales for Every Child,Canceled/Ended,Mar/26/1995,Jun/2000,HBO,US,30,0.0,0,Children Cartoons,0
156,Grange Hill,Ended,1978-02-08,,BBC One,GB,20,0.0,0,"Drama, Children",601
157,Minder,Canceled/Ended,Oct/29/1979,Mar/10/1994,itv,GB,60,0.0,0,"Comedy, Crime, Drama, Adventure",103
158,Rumpole of the Bailey,Ended,1978-04-03,,ITV1,GB,60,0.0,0,Drama,43
159,The Joey Bishop Show,Canceled/Ended,Sep/20/1961,Sep/07/1965,CBS,US,30,8.0,2,Comedy,123
160,She Wolf of London,Canceled/Ended,Oct/1990,Apr/1991,Syndicated,GB,60,0.0,0,"Horror/Supernatural, Adventure",20
161,Nakia,Canceled/Ended,Sep/21/1974,Dec/28/1974,ABC,US,60,0.0,0,"Crime, Drama",13
162,The Cowboys,Canceled/Ended,Feb/06/1974,Aug/14/1974,ABC,US,30,0.0,0,Western,10
163,The Weakest Link (US),Canceled/Ended,Apr/16/2001,Sep/05/2003,Syndicated,US,30,0.0,0,,63
164,The Ford Show,Canceled/Ended,Oct/04/1956,Jun/29/1961,NBC,US,30,0.0,0,Music,37
165,The Life of Riley (1953),Canceled/Ended,Jan/02/1953,Aug/01/1958,NBC,US,30,0.0,0,Comedy,216
166,Shindig,Canceled/Ended,Sep/16/1964,Jan/08/1966,ABC,US,30,0.0,0,"Family, Music, Celebrities, Talent",85
167,Supertrain,Ended,1979-02-07,,NBC,US,60,0.0,0,"Comedy, Drama, Adventure",9
168,City,Canceled/Ended,Jan/29/1990,Jun/08/1990,CBS,US,30,0.0,0,Comedy,13
169,Savannah,Ended,1996-01-21,,The WB,US,60,0.0,0,Drama,34
170,Filthy Rich (US),Canceled/Ended,Aug/09/1982,Jun/15/1983,CBS,US,30,0.0,0,"Soaps, Comedy",15
171,Girls on Top,Ended,1985-10-23,,ITV1,GB,30,0.0,0,Comedy,13
172,The Mary Tyler Moore Hour,Canceled/Ended,Mar/04/1979,Jun/10/1979,CBS,US,60,0.0,0,"Comedy, Music, Celebrities",11
173,The Marshall Chronicles,Canceled/Ended,Apr/04/1990,Jul/22/1990,ABC,US,60,0.0,0,"Comedy, Drama",6
174,Out of the Blue (US),Canceled/Ended,Sep/09/1979,Dec/16/1979,ABC,US,30,0.0,0,Comedy,9
175,The Paul Lynde Show,Canceled/Ended,Sep/13/1972,Sep/08/1973,ABC,US,30,0.0,0,Comedy,26
176,It's a Business?,Canceled/Ended,Mar/19/1952,May/21/1952,DuMont Television Network,US,30,0.0,0,"Comedy, Music",0
177,She TV,Canceled/Ended,Aug/16/1994,Sep/13/1994,ABC,US,60,0.0,0,"Comedy, Sketch/Improv",0
178,Lidsville,Ended,1971-09-11,,ABC,US,30,0.0,0,Children,6
179,Gilligan's Planet,Canceled/Ended,Sep/18/1982,Sep/10/1983,CBS,US,30,0.0,0,Animation General,13
180,Wonderbug,Canceled/Ended,Sep/1976,Sep/1978,,,10,0.0,0,,0
181,Jennings,Canceled/Ended,Sep/1966,Oct/1966,BBC one,GB,25,0.0,0,"Comedy, Children",6
182,Space Rangers,Ended,1993-01-27,,CBS,US,60,0.0,0,"Action, Adventure, Science-Fiction",4
183,"Widget, the World Watcher",Canceled/Ended,Sep/29/1990,Sep/03/1994,Syndicated,US,30,0.0,0,"Sci-Fi, Adventure, Children, Children Cartoons",0
184,Project G.eeK.eR.,Canceled/Ended,Sep/14/1996,Aug/30/1997,CBS,US,30,0.0,0,Animation General,13
185,Histeria!,Canceled/Ended,Sep/14/1998,Mar/31/2000,WB,US,30,0.0,0,Animation General,52
186,The Law & Harry McGraw,Ended,1987-09-27,,CBS,US,60,0.0,0,"Crime, Drama, Mystery",16
187,The Thorns,Canceled/Ended,Jan/15/1988,Mar/11/1988,ABC,US,30,0.0,0,Comedy,7
188,Bruno the Kid,Canceled/Ended,Sep/1996,Sep/1997,Syndicated,US,30,0.0,0,Animation General,37
189,Destiny,Canceled/Ended,Jul/05/1957,Sep/1958,CBS,US,60,0.0,0,Anthology,0
190,The Paper Chase,Ended,1978-09-07,,CBS,US,60,0.0,0,Drama,59
191,A New Kind of Family,Canceled/Ended,Sep/16/1979,Jan/05/1980,ABC,US,30,0.0,0,Comedy,10
192,The Ray Stevens Show,Canceled/Ended,Jun/20/1970,Aug/08/1970,NBC,US,60,0.0,0,"Comedy, Music, Sketch/Improv",8
193,Solid Gold,Canceled/Ended,Sep/13/1980,Jul/23/1988,Syndicated,US,60,0.0,0,"Music, Dance",331
194,A Country Practice,Ended,1981-11-18,,Seven Network,AU,60,0.0,0,"Drama, Romance",1106
195,Police Rescue,Canceled/Ended,Mar/1989,Nov/1996,ABC,AU,50,0.0,0,Crime,61
196,We Got It Made,Canceled/Ended,Sep/08/1983,Sep/03/1988,Syndicated,US,30,0.0,0,Comedy,46
197,Morton & Hayes,Canceled/Ended,Jul/24/1991,Aug/28/1991,CBS,US,30,0.0,0,Comedy,6
198,Mickey Spillane's Mike Hammer,Ended,1983-04-09,,CBS,US,60,0.0,0,"Crime, Drama, Mystery",47
199,"Hello, Larry",Ended,1979-01-26,,NBC,US,30,0.0,0,Comedy,41
200,Heartbreak High,Running,2022-09-14,,Netflix,AU,10,10.0,2,"Drama, Romance",250
201,The Marsha Warfield Show,Canceled/Ended,Mar/26/1990,Jan/25/1991,NBC,US,30,0.0,0,,0
202,If Not for You,Canceled/Ended,Sep/18/1995,Oct/09/1995,CBS,US,30,0.0,0,Comedy,4
203,Hazel,Canceled/Ended,Sep/28/1961,Sep/05/1966,NBC,US,30,10.0,1,"Comedy, Family",154
204,The Hello Girls,Canceled/Ended,Sep/05/1996,Aug/1998,BBC one,GB,30,0.0,0,,16
205,Open House (US),Canceled/Ended,Aug/27/1989,Jul/21/1990,FOX,US,30,0.0,0,Comedy,24
206,Manchester Prep,,1999,,Comedy.tv,US,60,0.0,0,,0
207,PB&J Otter,Canceled/Ended,Mar/14/1998,Oct/2000,DiSNEY CHANNEL,US,25,10.0,2,Animation General,65
208,Sapphire & Steel,Canceled/Ended,Jul/10/1979,Aug/31/1982,itv,GB,25,0.0,0,"Drama, Action, Sci-Fi, Adventure",34
209,Man of the People,Canceled/Ended,Sep/15/1991,Jul/13/1992,NBC,US,30,0.0,0,Comedy,10
210,Midnight Caller,Ended,1988-10-25,,NBC,US,60,0.0,0,Drama,65
211,Hey Hey It's Saturday,Canceled/Ended,Oct/02/1971,,Nine Network,AU,120,10.0,1,"Comedy, Family, Sketch/Improv, Celebrities",20
212,Rendez-View,Canceled/Ended,Sep/17/2001,Sep/2002,Syndicated,US,30,0.0,0,,93
213,Comedy on the Road,Canceled/Ended,1991,1995,A&E,US,60,0.0,0,Comedy,0
214,Friday Night Videos,Canceled/Ended,Jul/29/1983,May/24/2002,NBC,US,60,0.0,0,"Music, Celebrities",44
215,Insight,Canceled/Ended,Oct/05/1960,Jan/26/1985,Syndicated,US,30,0.0,0,"Anthology, Religion",111
216,The Governor & J.J.,Canceled/Ended,Sep/23/1969,Aug/11/1971,CBS,US,30,0.0,0,"Comedy, Politics",39
217,Beacon Hill,Canceled/Ended,Aug/25/1975,Nov/04/1975,CBS,US,60,0.0,0,"Soaps, Drama",11
218,Ball Four,Canceled/Ended,Sep/22/1976,Oct/27/1976,CBS,US,30,0.0,0,"Comedy, Sports",5
219,Karen (1964),Canceled/Ended,Oct/05/1964,Aug/30/1965,NBC,US,30,0.0,0,Comedy,27
220,Karen (1975),Canceled/Ended,Jan/30/1975,Jun/19/1975,ABC,US,30,0.0,0,Comedy,13
221,Family Passions,Canceled/Ended,Sep/1993,May/1994,CTV,CA,60,0.0,0,Soaps,0
222,Frontier Doctor,Canceled/Ended,Sep/26/1958,Jun/20/1959,Syndicated,US,30,0.0,0,Western,28
223,The Philco Television Playhouse,Canceled/Ended,Oct/03/1948,Oct/02/1955,NBC,US,60,0.0,0,Anthology,261
224,Ripcord,Canceled/Ended,Sep/1961,1963,Syndicated,US,30,0.0,0,Drama,21
225,Pacific Drive,Canceled/Ended,Jan/29/1996,1997,Nine Network,AU,20,0.0,0,Soaps,0
226,Jessie,Canceled/Ended,Sep/18/1984,Nov/13/1984,ABC,US,60,0.0,0,"Crime, Drama",7
227,Sin City Spectacular,Canceled/Ended,Aug/10/1998,Apr/1999,FX,US,60,0.0,0,"Comedy, Sketch/Improv",12
228,The Porter,Ended,2022-02-21,,CBC,US,60,0.0,0,"Drama, History",13
229,Strike Force (1981),Canceled/Ended,Nov/13/1981,Apr/16/1982,ABC,US,60,0.0,0,"Crime, Action, Adventure",20
230,Executive Suite,Canceled/Ended,Sep/20/1976,Feb/11/1977,CBS,US,60,0.0,0,Drama,18
231,Pink Lady and Jeff,Ended,1980-03-01,,NBC,US,60,0.0,0,"Comedy, Music",6
232,Mirror Mirror,Canceled/Ended,Sep/30/1995,Dec/23/1995,ten,AU,30,0.0,0,"Drama, Mystery, Sci-Fi, Thriller, Adventure, Children",11
233,Big Sky,Canceled/Ended,Feb/17/1997,May/01/1999,ten,AU,60,0.0,0,Drama,52
234,Crash Palace,Canceled/Ended,Oct/10/2001,May/23/2002,FOX8,AU,30,0.0,0,Soaps,43
235,The Scariest Places on Earth,Ended,2000-10-23,,FreeForm,US,60,0.0,0,"Mystery, Horror, Supernatural",56
236,Days Like These,Canceled/Ended,Feb/12/1999,Jul/16/1999,itv,GB,30,0.0,0,Comedy,10
237,Jack Van Impe,Canceled/Ended,,,Trinity Broadcasting Network,US,30,10.0,1,"Current Events, Religion",0
238,Galaxy High School,Canceled/Ended,Sep/13/1986,Sep/12/1987,CBS,US,30,10.0,2,Animation General,13
239,The Iron Horse,Canceled/Ended,Sep/12/1966,Jan/06/1968,ABC,US,60,0.0,0,"Drama, Western",48
240,Way Out,Canceled/Ended,Mar/31/1961,Jul/14/1961,CBS,US,30,0.0,0,"Horror/Supernatural, Anthology",14
241,Hot L Baltimore,Canceled/Ended,Jan/24/1975,Jun/06/1975,ABC,US,30,0.0,0,Comedy,13
242,The Busy World of Richard Scarry,Canceled/Ended,Mar/1994,Jun/2000,nick jr.,US,25,0.0,0,Animation General,0
